URL                                                                                                                 , Product Title                                                                            , Product Description                                                                                                                                                                                                                                                                                                                                                                                                                                     , Food Form, Flavor, Size, Recommended For                                                                                                                                                                   , Ingredients                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , Feeding Tips                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , Key Features                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , Caloric Content                                                                                                                                                           , Protein, Fat   , Carbohydrate / NFE, Crude Fiber, Calcium, Phosphorus, Potassium, Sodium, Magnesium, Vitamin C, Vitamin E , Total Omega-3 FA, Total Omega-6 FA, Ash  , Vitamin A  , Vitamin D , Beta-Carotene, EPA    , Carnitine, DHA    , Glucosamine, Chondroitin Sulfate, Total Dietary Fiber, Lysine, Taurine, Linoleic Acid, {{consumer_nutrientTable_name_label}}     , Chloride, BCAA Total, Glutamine + Glutamate, Iron   , Copper , Zinc   , Vitamin K, Alpha-Linolenic Acid (ALA)
https://www.hillspet.com/dog-food/pd-soft-baked-canine-treats                                                       , Soft Baked Chicken Flavor Dog Treats                                                     , Healthy soft baked chicken flavor dog treats are a delicious complement to many Prescription Diet Dog Foods                                                                                                                                                                                                                                                                                                                                             , N/A      , N/A   , N/A , Adult Dogs                                                                                                                                                                        , "Chicken, Potatoes, Wheat Flour, Cane Molasses, Glycerin, Yellow Peas, Dried Beet Pulp, Chicken Fat, Pork Gelatin, Fish Oil, Lactic Acid, Natural Flavor, Flaxseed, Chicken Liver Flavor, Mixed Tocopherols for freshness, Citric Acid for Freshness, L-Carnitine, Rosemary Extract."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , "Ask your veterinarian for specific feeding instructions for your pet.Use only as directed by your veterinarian.Your pet's nutritional needs may change as they age. Ask your vet at every checkup.To prevent suffocation, keep the plastic bag out of the reach of pets and children."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , "Prescription Diet Soft BakedChicken Flavor Dog Treats are for adult dogs to enjoy a delicious treat without compromising the effectiveness of certain Prescription Diet foods. Treat enjoyment without compromising the effectiveness of their Prescription Diet food Soft chewy texture for a snack that is easy to bite Reduced phosphorus, sodium and protein Added fish oil"                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,                                                                                                                                                                           , 15 %   , 11.5 %, 68 %              , 1.7 %      , 0.32 % , 0.23 %    , 0.64 %   , 0.16 %, 0.117 %  , 0 ppm    , 93 IU/kg  , 1.04 %          ,                 , 3.8 %, 23 IU/kg   , 0 IU/kg   , 0 ppm        ,        , 592.2 ppm,        ,            ,                    , 5 %                , 0.38 %, 0 %    ,              ,                                           ,         ,           ,                      ,        ,        ,        ,          , 
https://www.hillspet.com/dog-food/pd-metabolic-plus-mobility-canine-dry                                             , Metabolic Weight + j/d Chicken Flavor Dry Dog Food                                       , "Specially formulated to support dogs' weight loss, weight maintenance and joint health"                                                                                                                                                                                                                                                                                                                                                                , N/A      , N/A   , N/A , Adult Dogs                                                                                                                                                                        , "Chicken Meal, Brewers Rice, Flaxseed, Soybean Meal, Whole Grain Corn, Powdered Cellulose, Wheat Gluten, Dried Tomato Pomace, Dried Beet Pulp, Chicken Liver Flavor, Oat Fiber, Fish Oil, Coconut Oil, Lactic Acid, Pork Liver Flavor, Potassium Chloride, DL-Methionine, Carrots, Iodized Salt, Lipoic Acid, vitamins (Vitamin E Supplement, Niacin Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Thiamine Mononitrate, Pyridoxine Hydrochloride, Calcium Pantothenate, Riboflavin Supplement, Biotin, Vitamin A Supplement, Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement), Choline Chloride, L-Lysine, Taurine, minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite), Glucosamine Hydrochloride, Mixed Tocopherols for freshness, Natural Flavors, L-Carnitine, Chondroitin Sulfate, Beta-Carotene."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   , "Ask your veterinarian for specific feeding instructions for your pet. Daily Feeding Recommendations are only a guide and a place to start. Grams are the most accurate form of measurement; cups are estimated from grams.For best results:Gradually transition to this new food for 7 days or moreExclusively feed the recommended Prescription Diet dry and wet foodsKeep fresh water available at all timesHave your veterinarian monitor your pet's conditionTo prevent suffocation, keep the packaging out of the reach of pets & children"                                                                                                                                                                                                                                                                                       , "Just like the human obesity epidemic, over 55% of the pet population is overweight. Even a little extra weight can impact the pet's quality of life and relationship with family because that extra weight can reduce play time, impact mobility and affect the lifelong general health of your dog. Activates pet's metabolism for easy and effective weight loss Enriched with omega-3 fatty acids, glucosamine & chondroitin sulfate Stimulate dog's natural ability to burn fat"                                                                                                                                                                                                                                                                                                                                                                      , 3223 kcal/kg 292 kcal/cup†                                                                                                                                                , 28.5 % , 13.9 %, 37.4 %            , 13.9 %     , 0.95 % , 0.72 %    , 0.99 %   , 0.38 %, 0.151 %  , 113 ppm  , 981 IU/kg , 3.63 %          , 2.43 %          ,      ,            ,           ,              ,        ,          ,        ,            ,                    ,                    ,       ,        ,              ,                                           ,         ,           ,                      ,        ,        ,        ,          , 
https://www.hillspet.com/dog-food/pd-kd-canine-chicken-and-vegetable-stew-canned                                    , k/d Chicken & Vegetable Stew Dog Food                                                    , Delicious clinically proven nutrition that helps protect vital kidney function and available in multiple wet forms & flavors to entice even the pickiest of eaters                                                                                                                                                                                                                                                                                      , N/A      , N/A   , N/A , Adult Dogs                                                                                                                                                                        , "Water, Chicken, Carrots, Rice, Chicken Fat, Pork Liver, Rice Starch, Dextrose, Green Peas, Sugar, Egg Whites, Dried Beet Pulp, Flaxseed, Fish Oil, Hydrolyzed Chicken Flavor, Potassium Alginate, Powdered Cellulose, Calcium Lactate, Calcium Gluconate, Natural Flavor, Brewers Dried Yeast, Potassium Citrate, Guar Gum, Betaine, L-Lysine, Whole Grain Oats, vitamins (Vitamin E Supplement, Ascorbic Acid (source of Vitamin C), Thiamine Mononitrate, Niacin Supplement, Vitamin A Supplement, Calcium Pantothenate, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Riboflavin Supplement, Biotin, Menadione Sodium Bisulfite Complex (source of Vitamin K), Folic Acid, Vitamin D3 Supplement), Fructooligosaccharides (FOS), Choline Chloride, Calcium Chloride, Dicalcium Phosphate, Taurine, Magnesium Oxide, L-Threonine, Monosodium Phosphate, L-Carnitine, L-Tryptophan, minerals (Zinc Oxide, Ferrous Sulfate, Copper Sulfate, Manganese Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite), Beta-Carotene, Calcium Carbonate."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , Ask your veterinarian for specific feeding instructions for your pet. Daily Feeding Recommendations are only a guide and a place to start. Grams are the most accurate form of measurement; cups are estimated from grams.For best results:Gradually transition to this new food for 7 days or more. Some dogs may need longer than 7 days to transition to a new food. Be patient and consistent.Exclusively feed the recommended Prescription Diet dry and wet foodsKeep fresh water available at all timesHave your veterinarian monitor your pet's conditionCover and refrigerate unused portion                                                                                                                                                                                                                                    , "When dogs have damage to kidney tissues, the kidneys cannot perform as well as before, like filtering and reabsorbing nutrients. The condition is not reversible, but progression may be slowed. Therapeutic foods for kidney conditions are designed to help reduce workload on the kidneys, enabling them to function more effectively. Dogs with decreased kidney function may experience loss of appetite and their food intake might decline. 낮은 함량의 인과 나트륨, 풍부한 오메가 3 지방산 ActivBiome+ Kidney Defense유해한 노폐물 감소를 위한 장내 미생물 활성화 반려동물의 건강 유지에 최적화된 필수 아미노산과 고품질 단백질"                                                                                                                                                                                                                  ,                                                                                                                                                                           , 16 %   , 24.5 %, 52.3 %            , 3 %        , 0.77 % , 0.28 %    , 0.78 %   , 0.15 %, 0.14 %   , 170 ppm  , 896 IU/kg , 1.69 %          ,                 ,      ,            ,           ,              ,        ,          ,        ,            ,                    ,                    ,       ,        ,              ,                                           ,         ,           ,                      ,        ,        ,        ,          , 
https://www.hillspet.com/dog-food/pd-kd-canine-beef-and-vegetable-stew-canned                                       , k/d Beef & Vegetable Stew Dog Food                                                       , Delicious clinically proven nutrition that helps protect vital kidney function and available in multiple wet forms & flavors to entice even the pickiest of eaters                                                                                                                                                                                                                                                                                      , N/A      , N/A   , N/A , Adult Dogs                                                                                                                                                                        , "Water, Beef, Carrots, Pork Liver, Rice, Chicken Fat, Rice Starch, Dextrose, Green Peas, Sugar, Hydrolyzed Chicken Flavor, Powdered Cellulose, Fish Oil, Dried Beet Pulp, Flaxseed, Egg Whites, Potassium Alginate, Caramel color, Calcium Lactate, Calcium Gluconate, Natural Flavor, Potassium Citrate, Brewers Dried Yeast, Choline Chloride, Guar Gum, Betaine, Soybean Oil, Whole Grain Oats, vitamins (Vitamin E Supplement, Thiamine Mononitrate, Ascorbic Acid (source of Vitamin C), Niacin Supplement, Vitamin A Supplement, Calcium Pantothenate, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Riboflavin Supplement, Biotin, Menadione Sodium Bisulfite Complex (source of Vitamin K), Folic Acid, Vitamin D3 Supplement), L-Lysine, Fructooligosaccharides (FOS), Calcium Chloride, Dicalcium Phosphate, Monosodium Phosphate, Magnesium Oxide, L-Arginine, L-Threonine, Taurine, minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganese Sulfate, Calcium Iodate), L-Tryptophan, L-Carnitine, Beta-Carotene, Calcium Carbonate."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              , Ask your veterinarian for specific feeding instructions for your pet. Daily Feeding Recommendations are only a guide and a place to start. Grams are the most accurate form of measurement; cups are estimated from grams.For best results:Gradually transition to this new food for 7 days or more. Some dogs may need longer than 7 days to transition to a new food. Be patient and consistent.Exclusively feed the recommended Prescription Diet dry and wet foodsKeep fresh water available at all timesHave your veterinarian monitor your pet's conditionCover and refrigerate unused portion                                                                                                                                                                                                                                    , "When dogs have damage to kidney tissues, the kidneys cannot perform as well as before, like filtering and reabsorbing nutrients. The condition is not reversible, but progression may be slowed. Therapeutic foods for kidney conditions are designed to help reduce workload on the kidneys, enabling them to function more effectively. Dogs with decreased kidney function may experience loss of appetite and their food intake might decline. Reduced phosphorus & sodium, enriched with omega-3 fatty acids ActivBiome+ Kidney Defenseactivates the gut microbiome to reduce harmful waste products With optimized levels of essential amino acids and high quality protein to help keep them strong Texture and flavor variety to entice even the pickiest of eaters"                                                                              ,                                                                                                                                                                           , 15.9 % , 23.8 %, 52.5 %            , 3.5 %      , 0.77 % , 0.3 %     , 0.93 %   , 0.17 %, 0.136 %  , 175 ppm  , 812 IU/kg , 1.33 %          ,                 ,      ,            ,           ,              ,        ,          ,        ,            ,                    ,                    ,       ,        ,              ,                                           ,         ,           ,                      ,        ,        ,        ,          , 
https://www.hillspet.com/dog-food/pd-jd-small-bites-canine-dry                                                      , j/d Small Bites Dry Dog Food                                                             , "Clinically proven to improve your dog’s ability to run, walk and jump in as little as 21 days"                                                                                                                                                                                                                                                                                                                                                         , N/A      , N/A   , N/A , Adult Dogs                                                                                                                                                                        , "Whole Grain Wheat, Whole Grain Corn, Flaxseed, Chicken Meal, Corn Protein Meal, Chicken Fat, Chicken Liver Flavor, Fish Oil, Powdered Cellulose, Lactic Acid, Pork Liver Flavor, Potassium Chloride, L-Lysine, Calcium Carbonate, Choline Chloride, Iodized Salt, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, Calcium Pantothenate, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Folic Acid, Vitamin D3 Supplement), L-Threonine, minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite), Taurine, L-Tryptophan, Glucosamine Hydrochloride, Mixed Tocopherols for freshness, L-Carnitine, Natural Flavors, Chondroitin Sulfate, Beta-Carotene."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , "Ask your veterinarian for specific feeding instructions for your pet.Daily Feeding Recommendations are only a guide and a place to start.Grams are the most accurate form of measurement; cups are estimated from grams.For best results:Use within 60 days of openingGradually transition to this new food for 7 days or moreExclusively feed the recommended Prescription Diet dry and wet foodsKeep fresh water available at all timesHave your veterinarian monitor your pet's conditionTo prevent suffocation, keep the packaging out of the reach of pets & children"                                                                                                                                                                                                                                                            , "Improving dogs' mobility can be as easy as feeding the right nutrition early on and consistently. 풍부한 오메가 3 지방산, 글루코사민, 콘드로이틴황산 L-카르니틴 보충 임상적으로 입증된 항산화제"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          , 3670 kcal/kg 375 kcal/cup†                                                                                                                                                , 20 %   , 15.9 %, 55.4 %            , 4.1 %      , 0.7 %  , 0.6 %     , 0.7 %    , 0.2 % , 0.134 %  , 157 ppm  , 746 IU/kg , 3.6 %           ,                 ,      ,            ,           ,              , 0.411 %, 324.3 ppm,        ,            ,                    ,                    ,       , 0.11 % , 2.95 %       ,                                           ,         ,           ,                      ,        ,        ,        ,          , 
https://www.hillspet.com/dog-food/pd-kd-canine-with-lamb-canned                                                     , k/d with Lamb Wet Dog Food                                                               , Delicious clinically proven nutrition that helps protect vital kidney function and available in multiple wet forms & flavors to entice even the pickiest of eaters                                                                                                                                                                                                                                                                                      , N/A      , N/A   , N/A , Adult Dogs                                                                                                                                                                        , "Water, Pork Liver, Corn Starch, Lamb, Chicken Fat, Dextrose, Flaxseed, Dried Beet Pulp, Chicken Liver Flavor, Fish Oil, Powdered Cellulose, Calcium Carbonate, Potassium Citrate, L-Lysine, Potassium Chloride, Betaine, DL-Methionine, Whole Grain Oats, vitamins (Vitamin E Supplement, Thiamine Mononitrate, Ascorbic Acid (source of Vitamin C), L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Vitamin A Supplement, Calcium Pantothenate, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Riboflavin Supplement, Menadione Sodium Bisulfite Complex (source of Vitamin K), Biotin, Folic Acid, Vitamin D3 Supplement), Fructooligosaccharides (FOS), Choline Chloride, Magnesium Oxide, minerals (Ferrous Sulfate, Zinc Oxide, Manganese Sulfate, Copper Sulfate, Calcium Iodate), L-Threonine, Taurine, Iodized Salt, Sodium Tripolyphosphate, L-Carnitine, L-Tryptophan, Beta-Carotene."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , Ask your veterinarian for specific feeding instructions for your pet. Daily Feeding Recommendations are only a guide and a place to start. Grams are the most accurate form of measurement; cups are estimated from grams.For best results:Gradually transition to this new food for 7 days or more. Some dogs may need longer than 7 days to transition to a new food. Be patient and consistent.Exclusively feed the recommended Prescription Diet dry and wet foodsKeep fresh water available at all timesHave your veterinarian monitor your pet's conditionCover and refrigerate unused portion                                                                                                                                                                                                                                    , "When dogs have damage to kidney tissues, the kidneys cannot perform as well as before, like filtering and reabsorbing nutrients. The condition is not reversible, but progression may be slowed. Therapeutic foods for kidney conditions are designed to help reduce workload on the kidneys, enabling them to function more effectively. Dogs with decreased kidney function may experience loss of appetite and their food intake might decline. Reduced phosphorus & sodium, enriched with omega-3 fatty acids ActivBiome+ Kidney Defenseactivates the gut microbiome to reduce harmful waste products With optimized levels of essential amino acids and high quality protein to help keep them strong Texture and flavor variety to entice even the pickiest of eaters"                                                                              ,                                                                                                                                                                           , 15.3 % , 26 %  , 49.8 %            , 3.4 %      , 0.8 %  , 0.27 %    , 0.9 %    , 0.2 % , 0.149 %  , 136 ppm  , 836 IU/kg , 2.22 %          ,                 ,      ,            ,           ,              ,        ,          ,        ,            ,                    ,                    ,       ,        ,              ,                                           ,         ,           ,                      ,        ,        ,        ,          , 
https://www.hillspet.com/dog-food/pd-kd-canine-with-lamb-dry                                                        , k/d with Lamb Dog Food                                                                   , Delicious clinically proven nutrition that helps protect vital kidney function and increase appetite                                                                                                                                                                                                                                                                                                                                                    , N/A      , N/A   , N/A , Adult Dogs                                                                                                                                                                        , "Brown Rice, Brewers Rice, Chicken Fat, Lamb, Soybean Meal, Cracked Pearled Barley, Dried Beet Pulp, Egg Product, Hydrolyzed Chicken Flavor, Fish Oil, Soybean Oil, Pork Liver Flavor, Lactic Acid, L-Lysine, Calcium Carbonate, Calcium Sulfate, Potassium Citrate, Betaine, Whole Grain Oats, DL-Methionine, Potassium Chloride, Fructooligosaccharides (FOS), vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Thiamine Mononitrate, Pyridoxine Hydrochloride, Calcium Pantothenate, Riboflavin Supplement, Biotin, Vitamin A Supplement, Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement), Choline Chloride, L-Threonine, Iodized Salt, Taurine, minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite), L-Tryptophan, L-Carnitine, Magnesium Oxide, Mixed Tocopherols for freshness, Natural Flavors, Beta-Carotene."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , "Ask your veterinarian for specific feeding instructions for your pet. Daily Feeding Recommendations are only a guide and a place to start. Grams are the most accurate form of measurement; cups are estimated from grams.For best results:Gradually transition to this new food for 7 days or more. Some dogs may need longer than 7 days to transition to a new food. Be patient and consistent.Exclusively feed the recommended Prescription Diet dry and wet foodsKeep fresh water available at all timesHave your veterinarian monitor your pet's conditionTo prevent suffocation, keep the packaging out of the reach of pets & children"                                                                                                                                                                                        , "When dogs have damage to kidney tissues, the kidneys cannot perform as well as before, like filtering and reabsorbing nutrients. The condition is not reversible, but progression may be slowed. Therapeutic foods for kidney conditions are designed to help reduce workload on the kidneys, enabling them to function more effectively. Dogs with decreased kidney function may experience loss of appetite and their food intake might decline. Reduced phosphorus & sodium, enriched with omega-3 fatty acids ActivBiome+ Kidney Defenseactivates the gut microbiome to reduce harmful waste products With optimized levels of essential amino acids and high quality protein to help keep them strong Enhanced Appetite Trigger (E.A.T.)for dogs"                                                                                                    , 4049 {{metabolizableEnergy_kcalPerKgUnits_label}} 459 {{metabolizableEnergy_kcalPerCupUnits_label}}                                                                       , 15.8 % , 22.5 %, 55.4 %            , 1.8 %      , 0.66 % , 0.31 %    , 0.75 %   , 0.16 %, 0.117 %  , 126 ppm  , 750 IU/kg , 1.2 %           ,                 ,      ,            ,           ,              ,        ,          ,        ,            ,                    ,                    ,       ,        ,              , {{consumer_nutrientTable_dryMatter_label}},         ,           ,                      ,        ,        ,        ,          , 
https://www.hillspet.com/dog-food/pd-jd-canine-canned                                                               , j/d Wet Dog Food                                                                         , "Clinically proven to improve your dog’s ability to run, walk and jump in as little as 21 days"                                                                                                                                                                                                                                                                                                                                                         , N/A      , N/A   , N/A , Adult Dogs                                                                                                                                                                        , "Water, Rice, Pork Liver, Pork By-Products, Flaxseed, Whole Grain Corn, Lamb, Cracked Pearled Barley, Fish Oil, Soybean Meal, Powdered Cellulose, Soybean Oil, Chicken Liver Flavor, Dicalcium Phosphate, Calcium Carbonate, Egg Product, Choline Chloride, Potassium Chloride, Iodized Salt, vitamins (Vitamin E Supplement, Thiamine Mononitrate, Ascorbic Acid (source of Vitamin C), Niacin Supplement, Calcium Pantothenate, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Biotin, Vitamin D3 Supplement, Riboflavin Supplement, Folic Acid), L-Lysine, Taurine, minerals (Zinc Oxide, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate), Glucosamine Hydrochloride, L-Carnitine, Chondroitin Sulfate, Beta-Carotene."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , Ask your veterinarian for specific feeding instructions for your pet. Daily Feeding Recommendations are only a guide and a place to start. Grams are the most accurate form of measurement; cups are estimated from grams.For best results:Gradually transition to this new food for 7 days or moreExclusively feed the recommended Prescription Diet dry and wet foodsKeep fresh water available at all timesHave your veterinarian monitor your pet's conditionCover and refrigerate unused portion                                                                                                                                                                                                                                                                                                                                   , "Enriched with omega-3 fatty acids, glucosamine & chondroitin sulfate Added L-carnitine Clinically proven antioxidants"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , 470 kcal/ 13 oz (370g) can                                                                                                                                                , 19.6 % , 17.6 %, 53.6 %            , 4.1 %      , 0.79 % , 0.6 %     , 0.75 %   , 0.26 %, 0.105 %  , 151 ppm  , 783 IU/kg , 3.84 %          ,                 ,      ,            ,           ,              , 0.561 %, 355.1 ppm,        ,            ,                    ,                    ,       , 0.11 % , 2.45 %       ,                                           ,         ,           ,                      ,        ,        ,        ,          , 
https://www.hillspet.com/dog-food/pd-jd-canine-dry                                                                  , j/d Dry Dog Food                                                                         , "Clinically proven to improve your dog’s ability to run, walk and jump in as little as 21 days"                                                                                                                                                                                                                                                                                                                                                         , N/A      , N/A   , N/A , Adult Dogs                                                                                                                                                                        , "Whole Grain Wheat, Whole Grain Corn, Flaxseed, Chicken Meal, Corn Protein Meal, Chicken Fat, Chicken Liver Flavor, Fish Oil, Powdered Cellulose, Lactic Acid, Pork Liver Flavor, Potassium Chloride, L-Lysine, Calcium Carbonate, Choline Chloride, Iodized Salt, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, Calcium Pantothenate, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Folic Acid, Vitamin D3 Supplement), L-Threonine, minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite), Taurine, L-Tryptophan, Glucosamine Hydrochloride, Mixed Tocopherols for freshness, L-Carnitine, Natural Flavors, Chondroitin Sulfate, Beta-Carotene."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , "Ask your veterinarian for specific feeding instructions for your pet.Daily Feeding Recommendations are only a guide and a place to start.Grams are the most accurate form of measurement; cups are estimated from grams.For best results:Use within 60 days of openingGradually transition to this new food for 7 days or moreExclusively feed the recommended Prescription Diet dry and wet foodsKeep fresh water available at all timesHave your veterinarian monitor your pet's conditionTo prevent suffocation, keep the packaging out of the reach of pets & children"                                                                                                                                                                                                                                                            , "Improving dogs' mobility can be as easy as feeding the right nutrition early on and consistently. Enriched with omega-3 fatty acids, glucosamine & chondroitin sulfate Added L-carnitine Clinically proven antioxidants"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , 3670 kcal/kg 364 kcal/cup†                                                                                                                                                , 20 %   , 15.9 %, 55.4 %            , 4.1 %      , 0.7 %  , 0.6 %     , 0.7 %    , 0.2 % , 0.134 %  , 157 ppm  , 746 IU/kg , 3.6 %           ,                 ,      ,            ,           ,              , 0.411 %, 324.3 ppm,        ,            ,                    ,                    ,       , 0.11 % , 2.95 %       ,                                           ,         ,           ,                      ,        ,        ,        ,          , 
https://www.hillspet.com/dog-food/pd-kd-canine-canned                                                               , k/d with Chicken Dog Food                                                                , Delicious clinically proven nutrition that helps protect vital kidney function and available in multiple wet forms & flavors to entice even the pickiest of eaters                                                                                                                                                                                                                                                                                      , N/A      , N/A   , N/A , Adult Dogs                                                                                                                                                                        , "Water, Corn Starch, Pork Liver, Chicken, Chicken Fat, Dextrose, Flaxseed, Chicken Liver Flavor, Dried Beet Pulp, Fish Oil, Powdered Cellulose, Calcium Carbonate, Egg Whites, L-Lysine, Potassium Citrate, Potassium Chloride, Betaine, DL-Methionine, Whole Grain Oats, Choline Chloride, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Ascorbic Acid (source of Vitamin C), Thiamine Mononitrate, Niacin Supplement, Vitamin A Supplement, Calcium Pantothenate, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Riboflavin Supplement, Biotin, Menadione Sodium Bisulfite Complex (source of Vitamin K), Folic Acid, Vitamin D3 Supplement), Fructooligosaccharides (FOS), minerals (Ferrous Sulfate, Zinc Oxide, Manganese Sulfate, Copper Sulfate, Calcium Iodate), Magnesium Oxide, L-Threonine, Taurine, Sodium Tripolyphosphate, L-Carnitine, Iodized Salt, L-Tryptophan, Beta-Carotene."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , Ask your veterinarian for specific feeding instructions for your pet. Daily Feeding Recommendations are only a guide and a place to start. Grams are the most accurate form of measurement; cups are estimated from grams.For best results:Gradually transition to this new food for 7 days or more. Some dogs may need longer than 7 days to transition to a new food. Be patient and consistent.Exclusively feed the recommended Prescription Diet dry and wet foodsKeep fresh water available at all timesHave your veterinarian monitor your pet's conditionCover and refrigerate unused portion                                                                                                                                                                                                                                    , "When dogs have damage to kidney tissues, the kidneys cannot perform as well as before, like filtering and reabsorbing nutrients. The condition is not reversible, but progression may be slowed. Therapeutic foods for kidney conditions are designed to help reduce workload on the kidneys, enabling them to function more effectively. Dogs with decreased kidney function may experience loss of appetite and their food intake might decline. 낮은 함량의 인과 나트륨, 풍부한 오메가 3 지방산 ActivBiome+ Kidney Defense유해한 노폐물 감소를 위한 장내 미생물 활성화 반려동물의 건강 유지에 최적화된 필수 아미노산과 고품질 단백질"                                                                                                                                                                                                                  , 433 kcal / 13 oz (370 g) can                                                                                                                                              , 15.7 % , 26.1 %, 49.3 %            , 3.5 %      , 0.79 % , 0.27 %    , 0.9 %    , 0.18 %, 0.142 %  , 143 ppm  , 748 IU/kg , 2.53 %          ,                 ,      ,            ,           ,              ,        ,          ,        ,            ,                    ,                    ,       ,        ,              ,                                           ,         ,           ,                      ,        ,        ,        ,          , 
